POST_TRANSACTION_ACCOUNT_BALANCES,AMOUNT,BOOKING_DATE,CURRENCY_CODE,EXTERNAL_ID,ID,PARENT_ACCOUNT_KEY,
"{
  ""total_balance"": 84.61
}",-5.95,2025-02-17 13:48:38.000 +0800,SGD,,14441741,8a8e8f0694e19e0e0194e42e347e3ed6,"{
  ""card_acceptor"": {
    ""mcc"": 5399,
    ""name"": ""JAPAN HOME (RETAIL) P"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195127390f67946"",
  ""external_reference_id"": ""585048209144290-1739800117000""
}"
"{
  ""total_balance"": 0
}",-997.62,2025-02-17 12:53:47.000 +0800,SGD,,14440895,8a8e8f4c94d29c520194d4e93d4f058d,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8ff09510221301951241595c6bba"",
  ""external_reference_id"": ""385048176241221-1739796824000""
}"
"{
  ""total_balance"": 175.05
}",-28.33,2025-02-17 12:11:06.000 +0800,SGD,,14440204,8a8e8f6c94f1544f0194f52ec1d67513,"{
  ""card_acceptor"": {
    ""mcc"": 5262,
    ""name"": ""SHOPEE SINGAPORE MP"",
    ""street"": ""+65 6206 6610 SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195121a449860ac"",
  ""external_reference_id"": ""585048150652974-1739794265000""
}"
"{
  ""total_balance"": 20464.69
}",-8.1,2025-02-17 11:35:37.000 +0800,SGD,,14439705,8a8e8e159078df0801907d08d0aa6d34,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""FR SUNTEC-SING HK CAFE"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019511f9c80c542d"",
  ""external_reference_id"": ""305048129361416-1739792136000""
}"
"{
  ""total_balance"": 0
}",-1,2025-02-17 09:53:34.000 +0800,SGD,,14438347,8a8e8f909510366d019511917a143499,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""MAX NOW PTE. LTD."",
    ""street"": ""+6597309590 SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195119c5ab23723"",
  ""external_reference_id"": ""465048068126961-1739786012000""
}"
"{
  ""total_balance"": 935.71
}",-4.67,2025-02-17 11:37:58.000 +0800,SGD,,14439738,8a8e8e01919fa1750191a0f9569614a1,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""SODEXO-HP"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019511fbedbd5305"",
  ""external_reference_id"": ""305048130761337-1739792276000""
}"
"{
  ""total_balance"": 49943.39
}",-100,2025-02-17 11:02:20.000 +0800,SGD,,14439224,8a8e8f1894d1f6aa0194d6289dd07153,"{
  ""card_acceptor"": {
    ""mcc"": 5047,
    ""name"": ""PARKWAY HOSPITALS SG"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511db4e044d1b"",
  ""external_reference_id"": ""585048109380221-1739790138000""
}"
"{
  ""total_balance"": 4999.99
}",-0.01,2025-02-17 13:45:48.000 +0800,SGD,,14441688,8a8e8ff095102213019512665dad7a7d,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c2201951270f8a47793"",
  ""external_reference_id"": ""585048207465775-1739799946000""
}"
"{
  ""total_balance"": 23312.82
}",-500,2025-02-17 08:38:58.000 +0800,SGD,,14437403,8a8e8e14906fcd6a0190761ff01b011f,"{
  ""card_acceptor"": {
    ""mcc"": 6540,
    ""name"": ""YOUTRIP"",
    ""street"": ""+6569049334 SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511580b6b27b7"",
  ""external_reference_id"": ""465048023367210-1739781536000""
}"
"{
  ""total_balance"": 11011.67
}",-0.01,2025-02-17 08:43:53.000 +0800,SGD,,14437455,8a8e8e6091ec61c70191f10185fd784e,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8ff0951022130195115c8dfa264d"",
  ""external_reference_id"": ""305048026301854-1739781829000""
}"
"{
  ""total_balance"": 21.27
}",-23.13,2025-02-17 13:26:02.000 +0800,SGD,,14441399,8a8e8f6c94f1544f0194f462cf9a3f2f,"{
  ""card_acceptor"": {
    ""mcc"": 6300,
    ""name"": ""FWD SINGAPORE - D2C GI"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195125edf5673f7"",
  ""external_reference_id"": ""385048195599555-1739798759000""
}"
"{
  ""total_balance"": 1337.53
}",-20,2025-02-17 11:58:10.000 +0800,SGD,,14440008,8a8e8e3794d22bd80194d4fa4cbe0ae0,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""FR IHQ-FIRST STREET"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195120e6ad257a3"",
  ""external_reference_id"": ""385048142874657-1739793488000""
}"
"{
  ""total_balance"": 15825.41
}",-0.01,2025-02-17 11:02:10.000 +0800,SGD,,14439220,8a8e8f5593db27290193dcb1f6ad186c,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019511db27504994"",
  ""external_reference_id"": ""465048109283964-1739790128000""
}"
"{
  ""total_balance"": 14057.36
}",-12.99,2025-02-17 10:44:20.000 +0800,SGD,,14438999,8a8e8e3891d83ea70191da134e443726,"{
  ""card_acceptor"": {
    ""mcc"": 5817,
    ""name"": ""Google Capybara Go"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019511cad5a2436a"",
  ""external_reference_id"": ""385048098593669-1739789059000""
}"
"{
  ""total_balance"": 58.99
}",-1,2025-02-17 08:47:24.000 +0800,SGD,,14437494,8a8e8e2394f15e540194f515f2136bde,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""Grab*"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8ff0951022130195115fc3c6282c"",
  ""external_reference_id"": ""585048028426407-1739782042000""
}"
"{
  ""total_balance"": 530.85
}",-0.01,2025-02-17 09:24:47.000 +0800,SGD,,14437912,8a8e8ec494d79efe0194db6c39fd7f3a,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f909510366d01951181ffd52efb"",
  ""external_reference_id"": ""305048050847555-1739784283000""
}"
"{
  ""total_balance"": 959.65
}",-7.62,2025-02-17 11:49:33.000 +0800,SGD,,14439891,8a8e8fb594d7805a0194d90b7c8b2da2,"{
  ""card_acceptor"": {
    ""mcc"": 5812,
    ""name"": ""GOLDEN WOK"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019512068874587b"",
  ""external_reference_id"": ""385048137719527-1739792971000""
}"
"{
  ""total_balance"": 23764.78
}",-8.5,2025-02-17 12:20:50.000 +0800,SGD,,14440351,8a8e8e2f8a47709e018a4f02eeda096f,"{
  ""card_acceptor"": {
    ""mcc"": 5811,
    ""name"": ""COMPASS GROUP (SG)"",
    ""street"": ""+6563980188 SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019512232b1b5e5d"",
  ""external_reference_id"": ""465048156481615-1739794848000""
}"
"{
  ""total_balance"": 19828.51
}",-4.5,2025-02-17 11:44:31.000 +0800,SGD,,14439829,8a8e8f1491480d1f01914b2d18fd0ad8,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""KOUFU PTE LTD"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d01951201ed7f543f"",
  ""external_reference_id"": ""585048134692610-1739792670000""
}"
"{
  ""total_balance"": 271550.24
}",-0.01,2025-02-17 09:48:04.000 +0800,SGD,,14438271,8a8e8e3089ebe43d0189ed596a011d4f,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511974e95394d"",
  ""external_reference_id"": ""385048064821453-1739785681000""
}"
"{
  ""total_balance"": 0.07
}",-1000,2025-02-17 10:47:56.000 +0800,SGD,,14439043,8a8e8f49950afaf101950ed9db37541c,"{
  ""card_acceptor"": {
    ""mcc"": 5511,
    ""name"": ""SCB*BORNEO MOTORS"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019511ce1f2f4223"",
  ""external_reference_id"": ""305048100746995-1739789274000""
}"
"{
  ""total_balance"": 102.15
}",-7.84,2025-02-17 12:36:18.000 +0800,SGD,,14440604,8a8e8fcf94fba6ac01950433b94325ea,"{
  ""card_acceptor"": {
    ""mcc"": 5262,
    ""name"": ""SHOPEE SINGAPORE MP"",
    ""street"": ""+65 6206 6610 SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019512315483664a"",
  ""external_reference_id"": ""385048165765917-1739795776000""
}"
"{
  ""total_balance"": 21524.81
}",-68.72,2025-02-17 09:18:10.000 +0800,SGD,,14437844,8a8e8e3794d22bd80194d6308aba6e30,"{
  ""card_acceptor"": {
    ""mcc"": 5732,
    ""name"": ""ELECTRONICS-T2 #026-101"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195117bef4e2ce0"",
  ""external_reference_id"": ""585048046882975-1739783888000""
}"
"{
  ""total_balance"": 101.41
}",-6.9,2025-02-17 11:46:44.000 +0800,SGD,,14439854,8a8e8ee194e727b50194e9188b783155,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""TS/Sukiya City Sq"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8ff09510221301951203f6db57d5"",
  ""external_reference_id"": ""385048136035539-1739792803000""
}"
"{
  ""total_balance"": 19350.85
}",-0.01,2025-02-17 13:53:43.000 +0800,SGD,,14441812,8a8e8ffa9078deed0190793812c40f37,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195127834f27a82"",
  ""external_reference_id"": ""385048212217278-1739800420000""
}"
"{
  ""total_balance"": 2462.73
}",-5.5,2025-02-17 12:45:46.000 +0800,SGD,,14440763,8a8e8fc9906aa1a0019073663d6d041c,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""MCDONALD'S (CCP)"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195123a02aa62aa"",
  ""external_reference_id"": ""585048171459214-1739796345000""
}"
"{
  ""total_balance"": 1283.34
}",-17.5,2025-02-17 11:53:56.000 +0800,SGD,,14439938,8a8e8ef694ec19c60194eec9c5af0c59,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""GRAIN TRADERS"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195120a8a7b53f5"",
  ""external_reference_id"": ""305048140344757-1739793234000""
}"
"{
  ""total_balance"": 0
}",-0.01,2025-02-17 12:25:03.000 +0800,SGD,,14440421,8a8e8f77950fc2dc0195121f801b6225,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195122709d5647b"",
  ""external_reference_id"": ""305048159017882-1739795101000""
}"
"{
  ""total_balance"": 21896.16
}",-214.6,2025-02-17 11:21:35.000 +0800,SGD,,14439504,8a8e8e5392ee5a040192f1eac07f0487,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019511eced314e40"",
  ""external_reference_id"": ""385048120895408-1739791288000""
}"
"{
  ""total_balance"": 795.66
}",-2,2025-02-17 13:34:25.000 +0800,SGD,,14441521,8a8e8eb692b5ab0a0192be86ed9438a8,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""ATLASVENDING"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195126689ce7493"",
  ""external_reference_id"": ""305048200637075-1739799263000""
}"
"{
  ""total_balance"": 9.99
}",-0.01,2025-02-17 11:42:55.000 +0800,SGD,,14439809,8a8e8f7994ec37ec0194ef2c190227a7,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be01951200745d541b"",
  ""external_reference_id"": ""305048133686617-1739792568000""
}"
"{
  ""total_balance"": 707.91
}",-3,2025-02-17 10:37:34.000 +0800,SGD,,14438917,8a8e8f3f94ec23de0194ef86f7ab48d0,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""COCA-COLA SINGAPORE BE"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019511c4a3a1436a"",
  ""external_reference_id"": ""305048094538499-1739788653000""
}"
"{
  ""total_balance"": 2824.31
}",-179.01,2025-02-17 09:26:10.000 +0800,SGD,,14437930,8a8e8f778ac438de018ac9e67f4a1c56,"{
  ""card_acceptor"": {
    ""mcc"": 6300,
    ""name"": ""Prudential 71822079"",
    ""street"": ""Prudential SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b01951183435f2e64"",
  ""external_reference_id"": ""585048051651640-1739784365000""
}"
"{
  ""total_balance"": 114.73
}",-4.4,2025-02-17 10:33:37.000 +0800,SGD,,14438872,8a8e8e2a94fb9cb50194febe93ad313b,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""LUCKIN COFFEE (SGP) PTE."",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019511c1055241cd"",
  ""external_reference_id"": ""585048092163383-1739788416000""
}"
"{
  ""total_balance"": 24.21
}",-0.8,2025-02-17 12:11:37.000 +0800,SGD,,14440213,8a8e8f6c94f816010194f87f19a51c4d,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""LE TACH VENDING"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195121abdab60c0"",
  ""external_reference_id"": ""465048150964468-1739794296000""
}"
"{
  ""total_balance"": 29.99
}",-0.01,2025-02-17 10:50:11.000 +0800,SGD,,14439071,8a8e8e0d950ff7be019511a92c503ab9,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511d030a449ac"",
  ""external_reference_id"": ""305048102101841-1739789409000""
}"
"{
  ""total_balance"": 314.84
}",-1.98,2025-02-17 13:05:23.000 +0800,SGD,,14441068,8a8e8faa94f00b640194f0b7846a36d1,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""Kopitiam Investment Pte L"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195124bf7946c6e"",
  ""external_reference_id"": ""465048183229726-1739797522000""
}"
"{
  ""total_balance"": 456.71
}",-108.66,2025-02-17 11:29:13.000 +0800,SGD,,14439613,8a8e8e2994dc788d0194e066a8282fba,"{
  ""card_acceptor"": {
    ""mcc"": 5411,
    ""name"": ""NSK SUNWAY BIG BO"",
    ""street"": ""ISKNDAR PTRI MY""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511f3eaf554fc"",
  ""external_reference_id"": ""465048125515179-1739791751000""
}"
"{
  ""total_balance"": 232.88
}",-0.01,2025-02-17 13:23:00.000 +0800,SGD,,14441356,8a8e8e8d94d7521f0194da1f8aa21143,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195125c158c721e"",
  ""external_reference_id"": ""305048193789629-1739798578000""
}"
"{
  ""total_balance"": 5695.83
}",-10,2025-02-17 10:05:12.000 +0800,SGD,,14438495,8a8e8e4690a3df940190a66290707b35,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""McDonalds 930071"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019511a700293d8a"",
  ""external_reference_id"": ""465048075119227-1739786711000""
}"
"{
  ""total_balance"": 22610.86
}",-10.79,2025-02-17 09:32:18.000 +0800,SGD,,14438030,8a8e8f6d91f188d40191f4a1b96a598d,"{
  ""card_acceptor"": {
    ""mcc"": 8062,
    ""name"": ""KKH RETAIL PHARMACY"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b01951188e2002ffd"",
  ""external_reference_id"": ""385048055361192-1739784736000""
}"
"{
  ""total_balance"": 869.01
}",-9.21,2025-02-17 11:53:49.000 +0800,SGD,,14439937,8a8e8f0194f638360194f7bd07041bb3,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""HUNDRED GRAINS"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195120a72cd5631"",
  ""external_reference_id"": ""385048140284237-1739793228000""
}"
"{
  ""total_balance"": 7.2
}",-2.82,2025-02-17 12:46:55.000 +0800,SGD,,14440788,8a8e8ebf94d789000194da1a8c407ea5,"{
  ""card_acceptor"": {
    ""mcc"": 4121,
    ""name"": ""GRAB RIDES-EC"",
    ""street"": ""PETALING JAYA MY""
  },
  ""encoded_key"": ""8a8e8ff0951022130195123b0c826a34"",
  ""external_reference_id"": ""465048172132179-1739796413000""
}"
"{
  ""total_balance"": 44.44
}",-230.5,2025-02-17 09:02:16.000 +0800,SGD,,14437659,8a8e8fa794f14a320194f2d02e374171,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195116d63422dce"",
  ""external_reference_id"": ""305048037351527-1739782934000""
}"
"{
  ""total_balance"": 89.58
}",-8.98,2025-02-17 09:48:02.000 +0800,SGD,,14438270,8a8e8e6f9180aa3c01918358fdd2516e,"{
  ""card_acceptor"": {
    ""mcc"": 5817,
    ""name"": ""GOOGLE*TILE BUSTERS M"",
    ""street"": ""G.CO/HELPPAY# SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195119746ab35fb"",
  ""external_reference_id"": ""385048064782266-1739785678000""
}"
"{
  ""total_balance"": 12643.3
}",-0.1,2025-02-17 09:23:48.000 +0800,SGD,,14437900,8a8e8eb094d648a90194d6b27edd20e9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""SPL-REGISTRATION"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195118119ce333a"",
  ""external_reference_id"": ""305048050261509-1739784226000""
}"
"{
  ""total_balance"": 19762.5
}",-330.54,2025-02-17 11:17:03.000 +0800,SGD,,14439451,8a8e8f8b92645eb40192654eb19b404e,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019511e8c6b64c11"",
  ""external_reference_id"": ""465048118217294-1739791020000""
}"
"{
  ""total_balance"": 0.88
}",-5,2025-02-17 12:15:21.000 +0800,SGD,,14440279,8a8e8ede94e1e2e30194ebae66423a2a,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195121e29205b75"",
  ""external_reference_id"": ""385048153189310-1739794518000""
}"
"{
  ""total_balance"": 316.82
}",-5.31,2025-02-17 12:42:42.000 +0800,SGD,,14440716,8a8e8faa94f00b640194f0b7846a36d1,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""Kopitiam Investment Pte L"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195123731e16a21"",
  ""external_reference_id"": ""465048169609150-1739796161000""
}"
"{
  ""total_balance"": 393.05
}",-20.35,2025-02-17 11:54:26.000 +0800,SGD,,14439944,8a8e8ef694ec19c60194ef8f1d8144c0,"{
  ""card_acceptor"": {
    ""mcc"": 4121,
    ""name"": ""GRAB RIDES-EC"",
    ""street"": ""PETALING JAYA MY""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195120affb156d5"",
  ""external_reference_id"": ""585048140640255-1739793264000""
}"
"{
  ""total_balance"": 788.4
}",-15.15,2025-02-17 12:49:19.000 +0800,SGD,,14440829,8a8e8ede94e1e2e30194e3bf20b02beb,"{
  ""card_acceptor"": {
    ""mcc"": 5812,
    ""name"": ""Da Paolo Gastronomia Sing"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195123d3fdc6c43"",
  ""external_reference_id"": ""585048173575297-1739796557000""
}"
"{
  ""total_balance"": 301.25
}",-1.8,2025-02-17 12:50:24.000 +0800,SGD,,14440840,8a8e8ed59506013f019507716afd4150,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""KOPITIAM @ 470SERGN"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195123e3e1266d5"",
  ""external_reference_id"": ""585048174222234-1739796622000""
}"
"{
  ""total_balance"": 3061.91
}",-5.22,2025-02-17 12:02:07.000 +0800,SGD,,14440074,8a8e8f49950afaf101950f4dc8ed72fb,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""KOPITIAM FP APP PAYMENTS"",
    ""street"": ""63805858 SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019512120c4359d3"",
  ""external_reference_id"": ""385048145263820-1739793726000""
}"
"{
  ""total_balance"": 119.76
}",-269,2025-02-17 13:49:10.000 +0800,SGD,,14441747,8a8e8ffd94d642c10194d6e4561f7009,"{
  ""card_acceptor"": {
    ""mcc"": 5661,
    ""name"": ""Nike-ESW-SGD"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019512740dc27e52"",
  ""external_reference_id"": ""305048209496509-1739800148000""
}"
"{
  ""total_balance"": 444.02
}",-86.48,2025-02-17 10:14:40.000 +0800,SGD,,14438620,8a8e8e6394e731c60194ea709cbd67f6,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""TAOBAO"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019511afaa8d3c87"",
  ""external_reference_id"": ""585048080771154-1739787277000""
}"
"{
  ""total_balance"": 1165.36
}",-3.8,2025-02-17 09:13:05.000 +0800,SGD,,14437788,8a8e8e2394f15e540194f252d7d41584,"{
  ""card_acceptor"": {
    ""mcc"": 5812,
    ""name"": ""MPY*TWO NAZ SERVICES"",
    ""street"": ""LABU MY""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc0195117749933046"",
  ""external_reference_id"": ""465048043832731-1739783584000""
}"
"{
  ""total_balance"": 511.06
}",-110,2025-02-17 09:20:21.000 +0800,SGD,,14437870,8a8e8f6194d793260194dfc6ec663aae,"{
  ""card_acceptor"": {
    ""mcc"": 4814,
    ""name"": ""CIRCLES.LIFE"",
    ""street"": ""WWW.CIRCLES.L SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195117df01b2cf8"",
  ""external_reference_id"": ""305048048187888-1739784019000""
}"
"{
  ""total_balance"": 446.06
}",-145.8,2025-02-17 13:50:29.000 +0800,SGD,,14441766,8a8e8e3794d22bd80194d590e5533bb0,"{
  ""card_acceptor"": {
    ""mcc"": 5812,
    ""name"": ""CHUI HUAY LIM T. C."",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195127542827623"",
  ""external_reference_id"": ""465048210286290-1739800228000""
}"
"{
  ""total_balance"": 19748.34
}",-52.02,2025-02-17 08:20:10.000 +0800,SGD,,14437212,8a8e8ef79475b4e1019477f0383730a6,"{
  ""card_acceptor"": {
    ""mcc"": 5441,
    ""name"": ""Macadamia Australia"",
    ""street"": ""Alloway AU""
  },
  ""encoded_key"": ""8a8e8ff09510221301951146d70c2245"",
  ""external_reference_id"": ""465048012084184-1739780408000""
}"
"{
  ""total_balance"": 9967.81
}",-30.18,2025-02-17 13:27:07.000 +0800,SGD,,14441416,8a8e8f5e9505aafb01950865bef412ad,"{
  ""card_acceptor"": {
    ""mcc"": 4814,
    ""name"": ""WHIZ COMMUNICATIONS PT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195125fddc374df"",
  ""external_reference_id"": ""585048196253829-1739798825000""
}"
"{
  ""total_balance"": 6.74
}",-53.25,2025-02-17 13:13:21.000 +0800,SGD,,14441198,8a8e8e3a95102c220195121e16825a5c,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc01951253410f7536"",
  ""external_reference_id"": ""385048187991690-1739797999000""
}"
"{
  ""total_balance"": 14158.06
}",-10.98,2025-02-17 11:18:28.000 +0800,SGD,,14439467,8a8e8e4791b8e1f70191bd5de9ad47f5,"{
  ""card_acceptor"": {
    ""mcc"": 5815,
    ""name"": ""Spotify P342069B2D"",
    ""street"": ""Stockholm SE""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019511ea14814e88"",
  ""external_reference_id"": ""305048119071640-1739791106000""
}"
"{
  ""total_balance"": 31732.08
}",-1228,2025-02-17 13:15:32.000 +0800,SGD,,14441241,8a8e8f2294d2884a0194d54076392909,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8f909510366d0195125540b16faa"",
  ""external_reference_id"": ""585048189304576-1739798130000""
}"
"{
  ""total_balance"": 1983.69
}",-1.7,2025-02-17 11:59:37.000 +0800,SGD,,14440031,8a8e8e6594cd55e50194d1a2095d5f0b,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""MALAYSIA BOLEH JURONG POI"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195120fbe835546"",
  ""external_reference_id"": ""465048143754188-1739793575000""
}"
"{
  ""total_balance"": 29963.03
}",-39.9,2025-02-17 13:19:41.000 +0800,SGD,,14441311,8a8e8e17917138880191722de283066a,"{
  ""card_acceptor"": {
    ""mcc"": 5651,
    ""name"": ""UNIQLO PLQ"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019512590e7e7705"",
  ""external_reference_id"": ""385048191793801-1739798379000""
}"
